Gene WormBase ID	of CLASH identified piRNA target sites
WBGene00022015	17
WBGene00022016	4
WBGene00022018	2
WBGene00022019	13
WBGene00022020	1
WBGene00022021	18
WBGene00022022	7
WBGene00022024	0
WBGene00022025	8
WBGene00022026	0
WBGene00022027	10
WBGene00022028	3
WBGene00022029	12
WBGene00022030	4
WBGene00022031	17
WBGene00022032	4
WBGene00022033	0
WBGene00022034	23
WBGene00022035	10
WBGene00022036	22
WBGene00022037	45
WBGene00022038	0
WBGene00022039	0
WBGene00022040	2
WBGene00022042	63
WBGene00022043	5
WBGene00022044	6
WBGene00022045	1
WBGene00022046	10
WBGene00022047	0
WBGene00022048	57
WBGene00022051	13
WBGene00022052	14
WBGene00022053	18
WBGene00022054	6
WBGene00022055	2
WBGene00022056	7
WBGene00022057	27
WBGene00022059	13
WBGene00022060	7
WBGene00022061	0
WBGene00022062	0
WBGene00022063	5
WBGene00022064	3
WBGene00022066	0
WBGene00022067	18
WBGene00022069	93
WBGene00022070	11
WBGene00022071	0
WBGene00022072	0
WBGene00022073	0
WBGene00022074	8
WBGene00022075	1
WBGene00022076	0
WBGene00022077	5
WBGene00022078	5
WBGene00022083	0
WBGene00022086	0
WBGene00022087	9
WBGene00022089	28
WBGene00022090	16
WBGene00022092	17
WBGene00022093	0
WBGene00022094	0
WBGene00022095	0
WBGene00022096	0
WBGene00022097	0
WBGene00022099	6
WBGene00022100	10
WBGene00022101	9
WBGene00022102	0
WBGene00022103	89
WBGene00022104	0
WBGene00022106	0
WBGene00022107	5
WBGene00022108	6
WBGene00022110	30
WBGene00022111	0
WBGene00022112	1
WBGene00022113	5
WBGene00022114	14
WBGene00022115	15
WBGene00022116	0
WBGene00022117	7
WBGene00022118	2
WBGene00022119	21
WBGene00022121	19
WBGene00022122	12
WBGene00022123	0
WBGene00022124	5
WBGene00022125	1
WBGene00022126	12
WBGene00022127	13
WBGene00022128	7
WBGene00022129	20
WBGene00022130	2
WBGene00022131	1
WBGene00022133	1
WBGene00022134	28
WBGene00022138	9
WBGene00022139	30
WBGene00022140	3
WBGene00022141	22
WBGene00022142	0
WBGene00022143	0
WBGene00022144	0
WBGene00022145	0
WBGene00022146	0
WBGene00022148	10
WBGene00022149	12
WBGene00022150	5
WBGene00022152	5
WBGene00022153	7
WBGene00022154	0
WBGene00022155	3
WBGene00022156	0
WBGene00022157	0
WBGene00022158	0
WBGene00022159	7
WBGene00022160	0
WBGene00022161	0
WBGene00022162	4
WBGene00022165	0
WBGene00022166	4
WBGene00022167	3
WBGene00022168	6
WBGene00022169	8
WBGene00022170	10
WBGene00022171	1
WBGene00022172	0
WBGene00022173	22
WBGene00022174	7
WBGene00022175	2
WBGene00022176	5
WBGene00022177	0
WBGene00022178	2
WBGene00022179	0
WBGene00022180	1
WBGene00022181	8
WBGene00022182	11
WBGene00022185	6
WBGene00022188	6
WBGene00022189	0
WBGene00022190	0
WBGene00022191	0
WBGene00022192	3
WBGene00022193	3
WBGene00022194	1
WBGene00022195	16
WBGene00022196	1
WBGene00022197	0
WBGene00022198	50
WBGene00022199	5
WBGene00022200	1
WBGene00022201	2
WBGene00022202	0
WBGene00022203	33
WBGene00022206	2
WBGene00022207	2
WBGene00022209	0
WBGene00022210	0
WBGene00022213	7
WBGene00022215	16
WBGene00022216	0
WBGene00022217	0
WBGene00022218	1
WBGene00022219	67
WBGene00022221	3
WBGene00022223	3
WBGene00022224	0
WBGene00022225	10
WBGene00022228	2
WBGene00022230	0
WBGene00022231	0
WBGene00022232	5
WBGene00022233	5
WBGene00022235	42
WBGene00022236	0
WBGene00022237	15
WBGene00022240	0
WBGene00022242	0
WBGene00022243	0
WBGene00022244	9
WBGene00022245	3
WBGene00022246	0
WBGene00022247	1
WBGene00022248	4
WBGene00022250	4
WBGene00022251	4
WBGene00022252	1
WBGene00022253	6
WBGene00022254	0
WBGene00022255	0
WBGene00022256	0
WBGene00022257	25
WBGene00022258	1
WBGene00022259	3
WBGene00022260	3
WBGene00022261	0
WBGene00022262	6
WBGene00022263	0
WBGene00022264	0
WBGene00022265	3
WBGene00022266	0
WBGene00022267	0
WBGene00022268	5
WBGene00022269	8
WBGene00022270	3
WBGene00022271	1
WBGene00022273	1
WBGene00022274	2
WBGene00022275	2
WBGene00022276	2
WBGene00022277	6
WBGene00022278	13
WBGene00022279	3
WBGene00022280	3
WBGene00022281	11
WBGene00022282	0
WBGene00022283	0
WBGene00022284	0
WBGene00022285	0
WBGene00022286	33
WBGene00022287	0
WBGene00022288	2
WBGene00022289	3
WBGene00022290	0
WBGene00022291	4
WBGene00022292	10
WBGene00022295	2
WBGene00022296	13
WBGene00022297	15
WBGene00022298	0
WBGene00022300	18
WBGene00022301	7
WBGene00022302	1
WBGene00022303	0
WBGene00022306	6
WBGene00022307	4
WBGene00022309	2
WBGene00022310	11
WBGene00022311	1
WBGene00022312	0
WBGene00022313	1
WBGene00022314	0
WBGene00022315	2
WBGene00022316	0
WBGene00022317	0
WBGene00022318	0
WBGene00022319	0
WBGene00022320	0
WBGene00022321	0
WBGene00022322	0
WBGene00022323	0
WBGene00022324	0
WBGene00022325	1
WBGene00022326	1
WBGene00022327	0
WBGene00022328	0
WBGene00022329	1
WBGene00022330	1
WBGene00022331	0
WBGene00022332	0
WBGene00022333	1
WBGene00022334	17
WBGene00022335	7
WBGene00022336	37
WBGene00022337	0
WBGene00022338	0
WBGene00022339	0
WBGene00022340	0
WBGene00022341	0
WBGene00022342	0
WBGene00022343	0
WBGene00022344	0
WBGene00022345	0
WBGene00022346	0
WBGene00022347	4
WBGene00022348	10
WBGene00022349	3
WBGene00022350	12
WBGene00022351	4
WBGene00022352	0
WBGene00022353	0
WBGene00022354	7
WBGene00022356	0
WBGene00022357	1
WBGene00022358	6
WBGene00022360	18
WBGene00022361	20
WBGene00022363	12
WBGene00022365	8
WBGene00022366	34
WBGene00022367	3
WBGene00022368	4
WBGene00022369	13
WBGene00022371	10
WBGene00022372	12
WBGene00022373	11
WBGene00022374	1
WBGene00022375	0
WBGene00022376	7
WBGene00022377	9
WBGene00022378	11
WBGene00022379	8
WBGene00022380	2
WBGene00022381	7
WBGene00022382	3
WBGene00022383	0
WBGene00022385	6
WBGene00022386	0
WBGene00022388	7
WBGene00022389	0
WBGene00022390	4
WBGene00022391	0
WBGene00022392	0
WBGene00022393	11
WBGene00022394	4
WBGene00022395	0
WBGene00022396	0
WBGene00022397	0
WBGene00022398	5
WBGene00022399	4
WBGene00022400	3
WBGene00022401	10
WBGene00022402	1
WBGene00022403	0
WBGene00022404	0
WBGene00022405	0
WBGene00022406	0
WBGene00022408	0
WBGene00022409	0
WBGene00022410	0
WBGene00022411	0
WBGene00022412	4
WBGene00022413	1
WBGene00022415	0
WBGene00022416	1
WBGene00022417	0
WBGene00022418	0
WBGene00022419	1
WBGene00022420	28
WBGene00022421	0
WBGene00022423	0
WBGene00022425	7
WBGene00022426	2
WBGene00022427	7
WBGene00022428	3
WBGene00022429	1
WBGene00022431	4
WBGene00022433	5
WBGene00022434	6
WBGene00022435	0
WBGene00022438	9
WBGene00022439	0
WBGene00022440	0
WBGene00022441	7
WBGene00022442	0
WBGene00022443	0
WBGene00022444	0
WBGene00022445	0
WBGene00022446	8
WBGene00022447	5
WBGene00022448	2
WBGene00022450	7
WBGene00022452	12
WBGene00022453	12
WBGene00022454	0
WBGene00022455	7
WBGene00022456	11
WBGene00022457	5
WBGene00022458	11
WBGene00022459	37
WBGene00022460	9
WBGene00022462	7
WBGene00022463	7
WBGene00022465	0
WBGene00022466	7
WBGene00022467	1
WBGene00022469	2
WBGene00022470	4
WBGene00022471	4
WBGene00022472	0
WBGene00022473	21
WBGene00022474	0
WBGene00022475	3
WBGene00022476	0
WBGene00022477	0
WBGene00022478	0
WBGene00022479	0
WBGene00022481	0
WBGene00022482	1
WBGene00022483	0
WBGene00022484	3
WBGene00022485	7
WBGene00022486	1
WBGene00022487	0
WBGene00022488	5
WBGene00022489	9
WBGene00022490	0
WBGene00022491	4
WBGene00022492	3
WBGene00022493	8
WBGene00022494	1
WBGene00022495	0
WBGene00022496	1
WBGene00022497	2
WBGene00022498	0
WBGene00022499	0
WBGene00022500	2
WBGene00022501	5
WBGene00022502	17
WBGene00022503	2
WBGene00022504	0
WBGene00022505	0
WBGene00022506	0
WBGene00022507	2
WBGene00022508	3
WBGene00022509	0
WBGene00022511	0
WBGene00022512	26
WBGene00022515	1
WBGene00022516	6
WBGene00022517	2
WBGene00022518	5
WBGene00022519	23
WBGene00022522	0
WBGene00022527	0
WBGene00022528	0
WBGene00022529	0
WBGene00022530	1
WBGene00022531	19
WBGene00022532	8
WBGene00022533	0
WBGene00022534	17
WBGene00022536	0
WBGene00022537	1
WBGene00022538	2
WBGene00022539	0
WBGene00022540	0
WBGene00022541	0
WBGene00022542	0
WBGene00022543	0
WBGene00022544	0
WBGene00022546	0
WBGene00022547	1
WBGene00022548	0
WBGene00022549	0
WBGene00022550	0
WBGene00022551	0
WBGene00022552	0
WBGene00022553	0
WBGene00022554	14
WBGene00022555	2
WBGene00022556	0
WBGene00022557	7
WBGene00022558	0
WBGene00022559	7
WBGene00022560	0
WBGene00022561	2
WBGene00022562	0
WBGene00022563	0
WBGene00022564	5
WBGene00022565	0
WBGene00022566	0
WBGene00022567	0
WBGene00022568	0
WBGene00022569	2
WBGene00022570	0
WBGene00022571	0
WBGene00022572	0
WBGene00022573	0
WBGene00022574	0
WBGene00022575	0
WBGene00022576	1
WBGene00022577	0
WBGene00022578	0
WBGene00022579	16
WBGene00022580	7
WBGene00022581	0
WBGene00022582	1
WBGene00022583	8
WBGene00022584	0
WBGene00022586	13
WBGene00022587	4
WBGene00022588	0
WBGene00022589	4
WBGene00022590	14
WBGene00022591	2
WBGene00022592	1
WBGene00022593	0
WBGene00022594	0
WBGene00022596	0
WBGene00022597	0
WBGene00022598	23
WBGene00022599	18
WBGene00022600	0
WBGene00022601	0
WBGene00022602	0
WBGene00022603	20
WBGene00022604	0
WBGene00022605	0
WBGene00022606	0
WBGene00022607	5
WBGene00022608	12
WBGene00022609	1
WBGene00022610	0
WBGene00022611	0
WBGene00022612	0
WBGene00022613	3
WBGene00022614	0
WBGene00022615	0
WBGene00022616	0
WBGene00022617	1
WBGene00022618	23
WBGene00022619	0
WBGene00022620	22
WBGene00022621	8
WBGene00022623	1
WBGene00022624	0
WBGene00022625	0
WBGene00022627	0
WBGene00022628	5
WBGene00022629	7
WBGene00022631	0
WBGene00022632	1
WBGene00022633	0
WBGene00022634	3
WBGene00022635	1
WBGene00022637	1
WBGene00022638	8
WBGene00022639	0
WBGene00022640	0
WBGene00022641	0
WBGene00022642	0
WBGene00022643	0
WBGene00022644	0
WBGene00022645	0
WBGene00022646	10
WBGene00022647	4
WBGene00022648	0
WBGene00022649	0
WBGene00022650	2
WBGene00022651	1
WBGene00022652	3
WBGene00022653	0
WBGene00022654	0
WBGene00022655	0
WBGene00022656	0
WBGene00022657	0
WBGene00022660	0
WBGene00022661	0
WBGene00022662	0
WBGene00022663	3
WBGene00022664	0
WBGene00022665	0
WBGene00022666	0
WBGene00022667	4
WBGene00022668	1
WBGene00022669	2
WBGene00022670	37
WBGene00022671	0
WBGene00022672	7
WBGene00022673	10
WBGene00022674	0
WBGene00022675	0
WBGene00022677	9
WBGene00022678	17
WBGene00022679	0
WBGene00022680	1
WBGene00022681	7
WBGene00022682	1
WBGene00022683	0
WBGene00022685	3
WBGene00022689	0
WBGene00022690	0
WBGene00022691	0
WBGene00022692	2
WBGene00022694	19
WBGene00022695	0
WBGene00022696	0
WBGene00022697	19
WBGene00022698	0
WBGene00022699	0
WBGene00022700	1
WBGene00022702	5
WBGene00022703	7
WBGene00022704	2
WBGene00022705	3
WBGene00022706	0
WBGene00022707	1
WBGene00022708	1
WBGene00022709	4
WBGene00022710	0
WBGene00022711	0
WBGene00022712	32
WBGene00022713	0
WBGene00022714	0
WBGene00022715	0
WBGene00022716	0
WBGene00022717	14
WBGene00022718	38
WBGene00022719	9
WBGene00022720	0
WBGene00022721	21
WBGene00022722	8
WBGene00022723	0
WBGene00022724	0
WBGene00022725	2
WBGene00022726	9
WBGene00022727	0
WBGene00022728	2
WBGene00022729	1
WBGene00022730	18
WBGene00022731	4
WBGene00022732	4
WBGene00022733	0
WBGene00022734	5
WBGene00022735	0
WBGene00022736	0
WBGene00022737	9
WBGene00022738	10
WBGene00022739	15
WBGene00022741	1
WBGene00022742	6
WBGene00022743	0
WBGene00022744	0
WBGene00022745	5
WBGene00022746	0
WBGene00022747	0
WBGene00022748	13
WBGene00022749	10
WBGene00022750	17
WBGene00022751	22
WBGene00022752	1
WBGene00022753	0
WBGene00022754	13
WBGene00022756	0
WBGene00022757	0
WBGene00022758	0
WBGene00022759	9
WBGene00022761	5
WBGene00022762	6
WBGene00022765	27
WBGene00022766	3
WBGene00022767	0
WBGene00022769	4
WBGene00022770	0
WBGene00022771	0
WBGene00022772	1
WBGene00022773	2
WBGene00022774	15
WBGene00022775	8
WBGene00022776	11
WBGene00022778	1
WBGene00022780	4
WBGene00022781	2
WBGene00022782	0
WBGene00022783	0
WBGene00022785	19
WBGene00022786	1
WBGene00022787	12
WBGene00022788	4
WBGene00022789	0
WBGene00022790	0
WBGene00022791	11
WBGene00022792	8
WBGene00022793	7
WBGene00022794	15
WBGene00022795	1
WBGene00022796	0
WBGene00022797	1
WBGene00022798	3
WBGene00022799	0
WBGene00022800	20
WBGene00022801	0
WBGene00022802	3
WBGene00022803	8
WBGene00022804	0
WBGene00022805	2
WBGene00022807	0
WBGene00022808	0
WBGene00022809	0
WBGene00022810	0
WBGene00022811	0
WBGene00022812	4
WBGene00022813	1
WBGene00022814	0
WBGene00022815	0
WBGene00022816	1
WBGene00022817	7
WBGene00022820	1
WBGene00022821	2
WBGene00022822	0
WBGene00022823	0
WBGene00022824	0
WBGene00022825	0
WBGene00022826	0
WBGene00022827	0
WBGene00022829	0
WBGene00022830	13
WBGene00022831	11
WBGene00022832	13
WBGene00022833	2
WBGene00022834	23
WBGene00022835	4
WBGene00022836	13
WBGene00022837	0
WBGene00022838	0
WBGene00022840	1
WBGene00022842	0
WBGene00022843	1
WBGene00022845	0
WBGene00022847	0
WBGene00022848	11
WBGene00022849	3
WBGene00022850	4
WBGene00022851	7
WBGene00022852	5
WBGene00022853	20
WBGene00022854	45
WBGene00022855	30
WBGene00022856	6
WBGene00022857	8
WBGene00022858	2
WBGene00022861	0
WBGene00022862	5
WBGene00022864	9
WBGene00022865	4
WBGene00022866	0
WBGene00022867	0
WBGene00022868	0
WBGene00022869	0
WBGene00022870	0
WBGene00022871	0
WBGene00022872	0
WBGene00022873	0
WBGene00022874	0
WBGene00022875	8
WBGene00022876	5
WBGene00022877	1
WBGene00022880	11
WBGene00022881	3
WBGene00022882	14
WBGene00022883	2
WBGene00022884	16
WBGene00022885	1
WBGene00022886	0
WBGene00022887	0
WBGene00022888	5
WBGene00022889	0
WBGene00022890	5
WBGene00022891	0
WBGene00022892	0
WBGene00022893	0
WBGene00023067	4
WBGene00023068	36
WBGene00023172	2
WBGene00023186	0
WBGene00023284	20
WBGene00023404	26
WBGene00023405	3
WBGene00023407	0
WBGene00023408	0
WBGene00023409	2
WBGene00023410	0
WBGene00023411	0
WBGene00023413	0
WBGene00023414	0
WBGene00023415	0
WBGene00023416	1
WBGene00023417	0
WBGene00023418	15
WBGene00023419	4
WBGene00023420	0
WBGene00023421	123
WBGene00023422	3
WBGene00023423	0
WBGene00023424	1
WBGene00023425	0
WBGene00023427	9
WBGene00023431	0
WBGene00023432	0
WBGene00023450	1
WBGene00023451	0
WBGene00023458	6
WBGene00023459	0
WBGene00023460	0
WBGene00023462	0
WBGene00023463	0
WBGene00023474	0
WBGene00023475	0
WBGene00023477	0
WBGene00023478	0
WBGene00023479	0
WBGene00023483	0
WBGene00023484	0
WBGene00023485	0
WBGene00023486	0
WBGene00023487	4
WBGene00023489	0
WBGene00023490	11
WBGene00023491	2
WBGene00023492	0
WBGene00023493	1
WBGene00023497	16
WBGene00023498	11
WBGene00023499	0
WBGene00023500	0
WBGene00023501	0
WBGene00023502	0
WBGene00023503	0
WBGene00023504	0
WBGene00023505	0
WBGene00023506	0
WBGene00023508	0
WBGene00023513	0
WBGene00023514	0
WBGene00023515	0
WBGene00023517	0
WBGene00023519	1
WBGene00023520	0
WBGene00043049	1
WBGene00043050	0
WBGene00043051	9
WBGene00043052	0
WBGene00043054	0
WBGene00043056	9
WBGene00043057	8
WBGene00043058	0
WBGene00043059	0
WBGene00043060	3
WBGene00043061	0
WBGene00043062	1
WBGene00043064	6
WBGene00043065	0
WBGene00043066	1
WBGene00043067	0
WBGene00043068	5
WBGene00043069	0
WBGene00043097	4
WBGene00043120	1
WBGene00043147	16
WBGene00043156	3
WBGene00043187	5
WBGene00043279	7
WBGene00043297	0
WBGene00043302	0
WBGene00043308	0
WBGene00043327	0
WBGene00043328	0
WBGene00043466	0
WBGene00043469	0
WBGene00043534	4
WBGene00043666	0
WBGene00043702	1
WBGene00043705	7
WBGene00043743	21
WBGene00043948	9
WBGene00043952	1
WBGene00043980	0
WBGene00043981	0
WBGene00043982	0
WBGene00043983	0
WBGene00043984	0
WBGene00043985	1
WBGene00043986	1
WBGene00043988	10
WBGene00043989	7
WBGene00043990	12
WBGene00043992	1
WBGene00043994	1
WBGene00043995	0
WBGene00043996	2
WBGene00043997	0
WBGene00043998	3
WBGene00044001	4
WBGene00044002	0
WBGene00044003	1
WBGene00044004	7
WBGene00044005	4
WBGene00044006	0
WBGene00044007	0
WBGene00044008	5
WBGene00044009	0
WBGene00044011	0
WBGene00044012	0
WBGene00044013	0
WBGene00044014	0
WBGene00044016	0
WBGene00044018	2
WBGene00044019	1
WBGene00044020	1
WBGene00044021	0
WBGene00044024	0
WBGene00044025	5
WBGene00044026	4
WBGene00044027	0
WBGene00044028	0
WBGene00044029	0
WBGene00044030	0
WBGene00044031	0
WBGene00044032	12
WBGene00044034	8
WBGene00044035	0
WBGene00044043	0
WBGene00044044	0
WBGene00044045	1
WBGene00044047	0
WBGene00044048	0
WBGene00044049	0
WBGene00044058	0
WBGene00044059	1
WBGene00044061	3
WBGene00044062	3
WBGene00044063	4
WBGene00044065	1
WBGene00044066	0
WBGene00044067	14
WBGene00044068	1
WBGene00044069	14
WBGene00044070	1
WBGene00044071	2
WBGene00044072	5
WBGene00044073	0
WBGene00044074	1
WBGene00044077	11
WBGene00044078	0
WBGene00044079	0
WBGene00044080	2
WBGene00044081	0
WBGene00044082	1
WBGene00044083	4
WBGene00044084	0
WBGene00044086	0
WBGene00044087	0
WBGene00044088	0
WBGene00044089	0
WBGene00044090	0
WBGene00044091	0
WBGene00044092	0
WBGene00044094	5
WBGene00044099	0
WBGene00044100	0
WBGene00044105	0
WBGene00044106	0
WBGene00044107	0
WBGene00044109	0
WBGene00044112	0
WBGene00044113	0
WBGene00044114	0
WBGene00044115	0
WBGene00044116	0
WBGene00044117	0
WBGene00044120	0
WBGene00044121	0
WBGene00044122	0
WBGene00044124	0
WBGene00044125	0
WBGene00044127	1
WBGene00044131	5
WBGene00044132	1
WBGene00044133	0
WBGene00044134	9
WBGene00044135	0
WBGene00044136	0
WBGene00044137	0
WBGene00044138	0
WBGene00044139	0
WBGene00044140	0
WBGene00044141	0
WBGene00044142	0
WBGene00044143	0
WBGene00044144	0
WBGene00044145	0
WBGene00044146	0
WBGene00044147	0
WBGene00044148	0
WBGene00044149	15
WBGene00044150	0
WBGene00044151	0
WBGene00044152	0
WBGene00044153	0
WBGene00044154	2
WBGene00044156	0
WBGene00044157	0
WBGene00044158	0
WBGene00044159	0
WBGene00044160	0
WBGene00044162	0
WBGene00044163	0
WBGene00044164	3
WBGene00044166	0
WBGene00044167	1
WBGene00044169	1
WBGene00044174	0
WBGene00044175	0
WBGene00044176	0
WBGene00044177	6
WBGene00044178	0
WBGene00044179	0
WBGene00044180	3
WBGene00044181	0
WBGene00044182	0
WBGene00044183	0
WBGene00044184	0
WBGene00044185	0
WBGene00044187	0
WBGene00044188	10
WBGene00044189	0
WBGene00044191	0
WBGene00044192	0
WBGene00044193	1
WBGene00044194	0
WBGene00044195	0
WBGene00044197	2
WBGene00044198	0
WBGene00044200	4
WBGene00044201	0
WBGene00044202	0
WBGene00044203	0
WBGene00044204	4
WBGene00044205	0
WBGene00044206	0
WBGene00044207	0
WBGene00044208	0
WBGene00044210	1
WBGene00044211	1
WBGene00044212	0
WBGene00044213	8
WBGene00044215	0
WBGene00044218	14
WBGene00044221	0
WBGene00044222	0
WBGene00044225	2
WBGene00044227	23
WBGene00044228	0
WBGene00044230	0
WBGene00044232	0
WBGene00044233	1
WBGene00044235	1
WBGene00044236	3
WBGene00044237	1
WBGene00044238	0
WBGene00044239	0
WBGene00044240	0
WBGene00044241	0
WBGene00044242	0
WBGene00044243	1
WBGene00044244	0
WBGene00044245	0
WBGene00044246	0
WBGene00044247	0
WBGene00044249	2
WBGene00044250	2
WBGene00044251	0
WBGene00044253	6
WBGene00044256	1
WBGene00044257	0
WBGene00044258	46
WBGene00044259	0
WBGene00044260	0
WBGene00044261	3
WBGene00044263	0
WBGene00044264	0
WBGene00044265	0
WBGene00044266	0
WBGene00044271	13
WBGene00044272	17
WBGene00044273	4
WBGene00044274	4
WBGene00044275	8
WBGene00044278	0
WBGene00044280	0
WBGene00044281	7
WBGene00044282	0
WBGene00044283	0
WBGene00044284	1
WBGene00044286	0
WBGene00044287	0
WBGene00044288	0
WBGene00044289	0
WBGene00044290	1
WBGene00044291	0
WBGene00044292	0
WBGene00044293	0
WBGene00044294	0
WBGene00044295	0
WBGene00044296	1
WBGene00044297	0
WBGene00044298	5
WBGene00044299	0
WBGene00044300	3
WBGene00044301	0
WBGene00044302	1
WBGene00044303	0
WBGene00044304	0
WBGene00044305	10
WBGene00044306	0
WBGene00044307	0
WBGene00044310	2
WBGene00044311	0
WBGene00044312	1
WBGene00044313	0
WBGene00044314	0
WBGene00044315	0
WBGene00044316	0
WBGene00044317	0
WBGene00044318	7
WBGene00044319	13
WBGene00044321	15
WBGene00044322	4
WBGene00044323	2
WBGene00044324	7
WBGene00044325	3
WBGene00044326	5
WBGene00044329	4
WBGene00044330	1
WBGene00044331	0
WBGene00044332	0
WBGene00044333	2
WBGene00044337	0
WBGene00044338	0
WBGene00044339	0
WBGene00044340	0
WBGene00044341	2
WBGene00044342	3
WBGene00044344	8
WBGene00044345	5
WBGene00044346	1
WBGene00044347	0
WBGene00044348	0
WBGene00044349	0
WBGene00044350	1
WBGene00044352	0
WBGene00044353	0
WBGene00044354	0
WBGene00044355	0
WBGene00044356	0
WBGene00044357	0
WBGene00044358	0
WBGene00044359	0
WBGene00044360	1
WBGene00044361	0
WBGene00044362	0
WBGene00044363	0
WBGene00044364	0
WBGene00044365	0
WBGene00044366	0
WBGene00044367	1
WBGene00044368	0
WBGene00044369	0
WBGene00044370	1
WBGene00044371	0
WBGene00044372	2
WBGene00044373	0
WBGene00044374	0
WBGene00044375	0
WBGene00044376	0
WBGene00044377	0
WBGene00044378	0
WBGene00044379	0
WBGene00044380	0
WBGene00044381	0
WBGene00044382	0
WBGene00044383	0
WBGene00044384	6
WBGene00044385	0
WBGene00044386	1
WBGene00044387	0
WBGene00044388	7
WBGene00044389	0
WBGene00044390	0
WBGene00044391	0
WBGene00044392	0
WBGene00044393	1
WBGene00044394	0
WBGene00044395	0
WBGene00044396	0
WBGene00044399	0
WBGene00044401	2
WBGene00044402	0
WBGene00044403	0
WBGene00044406	0
WBGene00044409	0
WBGene00044410	0
WBGene00044411	0
WBGene00044413	4
WBGene00044414	7
WBGene00044415	0
WBGene00044416	0
WBGene00044417	0
WBGene00044418	0
WBGene00044419	0
WBGene00044420	0
WBGene00044421	0
WBGene00044423	1
WBGene00044424	0
WBGene00044425	0
WBGene00044427	0
WBGene00044428	0
WBGene00044429	0
WBGene00044431	2
WBGene00044432	0
WBGene00044433	0
WBGene00044434	1
WBGene00044435	0
WBGene00044436	27
WBGene00044437	0
WBGene00044438	2
WBGene00044439	2
WBGene00044440	18
WBGene00044441	0
WBGene00044442	0
WBGene00044443	1
WBGene00044444	0
WBGene00044445	1
WBGene00044446	0
WBGene00044447	2
WBGene00044448	1
WBGene00044449	1
WBGene00044450	0
WBGene00044451	0
WBGene00044452	0
WBGene00044453	0
WBGene00044454	1
